Location,URL
Cheltenham,"<a href=""https://t.co/W6B6bU9eaB"">https://t.co/W6B6bU9eaB</a>"
Gloucester,"<a href=""https://t.co/wzLuDvOfbX"">https://t.co/wzLuDvOfbX</a>"
Gloucestershire,"<a href=""https://t.co/lnAuCuEoyN"">https://t.co/lnAuCuEoyN</a>"
Longhope,"<a href=""https://t.co/UQSQ0M6aSw"">https://t.co/UQSQ0M6aSw</a>"
Mitcheldean,"<a href=""https://t.co/gtzVxVTH5h"">https://t.co/gtzVxVTH5h</a>"
Nailsworth,"<a href=""https://t.co/A8SfG1xV4l"">https://t.co/A8SfG1xV4l</a>"
Thornbury,"<a href=""https://t.co/krifv8lmW5"">https://t.co/krifv8lmW5</a>"
