Location,URL
Broadstairs,"<a href=""https://t.co/vd8F5RWjrF"">https://t.co/vd8F5RWjrF</a>"
Chatham,"<a href=""https://t.co/abjhMuA8pg"">https://t.co/abjhMuA8pg</a>"
Gillingham,"<a href=""https://t.co/pnNsWIN22f"">https://t.co/pnNsWIN22f</a>"
Herne,"<a href=""https://t.co/wfph9PMuCM"">https://t.co/wfph9PMuCM</a>"
Hythe,"<a href=""https://t.co/MuI1PMv9et"">https://t.co/MuI1PMv9et</a>"
Tunbridge Wells,"<a href=""https://t.co/iEDDXXVZsc"">https://t.co/iEDDXXVZsc</a>"
Whitstable,"<a href=""https://t.co/aHZ5iuDiF2"">https://t.co/aHZ5iuDiF2</a>"
