Location,URL
Bromsgrove,"<a href=""https://t.co/kIfIXPlyD4"">https://t.co/kIfIXPlyD4</a>"
Droitwich,"<a href=""https://t.co/7fnqd1Hcbm"">https://t.co/7fnqd1Hcbm</a>"
Sandwell,"<a href=""https://t.co/YmgCzUn25K"">https://t.co/YmgCzUn25K</a>"
Worcester,"<a href=""https://t.co/yPekJqDEqk"">https://t.co/yPekJqDEqk</a>"
