Location,URL
Bulford,"<a href=""https://t.co/W6B6bU9eaB"">https://t.co/W6B6bU9eaB</a>"
Chippenham,"<a href=""https://t.co/j6ifJqMEKR"">https://t.co/j6ifJqMEKR</a>"
North Swindon,"<a href=""https://t.co/T8De0WDVec"">https://t.co/T8De0WDVec</a>"
Salisbury,"<a href=""https://t.co/EefHvFaLPQ"">https://t.co/EefHvFaLPQ</a>"
